timestamp_ms,elapsed_s,run_id,robot_id,expert_name,fault_active,fault_label,fault_subsystem,severity,battery_voltage_v,battery_current_a,battery_power_w,pwm_left,pwm_right,rpm_left,rpm_right,encoder_count_left,encoder_count_right,current_left_a,current_right_a,vibration_rms,vibration_peak,motor_temp_left_c,motor_temp_right_c,telemetry_valid,telemetry_age_ms,driver_temp_left_c,driver_temp_right_c,driver_fault_left,driver_fault_right,driver_enable_left,driver_enable_right,heartbeat_counter,heartbeat_interval_ms,watchdog_count,packet_error_count,task_loop_time_ms,control_loop_jitter_ms,uart_rx_errors,brightness_command,light_current_a,light_voltage_v,light_sensor_lux,light_driver_temp_c,light_fault_gpio,source_file
1100,0.100,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,119,117,914,904,2012,1992,1.120,1.020,0.680,1.836,34.10,34.50,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1200,0.200,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,120,118,918,908,2024,2004,1.140,1.040,0.710,1.917,34.20,34.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1300,0.300,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,121,119,922,912,2036,2016,1.160,1.060,0.740,1.998,34.30,34.70,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1400,0.400,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,122,120,926,916,2048,2028,1.100,1.000,0.650,1.755,34.40,34.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1500,0.500,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,118,116,930,920,2060,2040,1.120,1.020,0.680,1.836,34.50,34.90,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1600,0.600,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,119,117,934,924,2072,2052,1.140,1.040,0.710,1.917,34.60,35.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1700,0.700,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,120,118,938,928,2084,2064,1.160,1.060,0.740,1.998,34.70,35.10,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1800,0.800,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,121,119,942,932,2096,2076,1.100,1.000,0.650,1.755,34.80,35.20,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1900,0.900,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,122,120,946,936,2108,2088,1.120,1.020,0.680,1.836,34.90,35.30,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2000,1.000,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,118,116,950,940,2120,2100,1.140,1.040,0.710,1.917,35.00,35.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2100,1.100,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,119,117,954,944,2132,2112,1.160,1.060,0.740,1.998,35.10,35.50,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2200,1.200,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,120,118,958,948,2144,2124,1.100,1.000,0.650,1.755,35.20,35.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2300,1.300,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,121,119,962,952,2156,2136,1.120,1.020,0.680,1.836,35.30,35.70,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2400,1.400,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,122,120,966,956,2168,2148,1.140,1.040,0.710,1.917,35.40,35.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2500,1.500,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,118,116,970,960,2180,2160,1.160,1.060,0.740,1.998,35.50,35.90,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2600,1.600,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,119,117,974,964,2192,2172,1.100,1.000,0.650,1.755,35.60,36.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
2700,1.700,abnormal_vibration_run_005,porter_dev,motor_expert,1,abnormal_vibration,motor,2,,,,120,118,978,968,2204,2184,1.120,1.020,0.680,1.836,35.70,36.10,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/abnormal_vibration_run_005.csv
1000,0.000,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,118,116,910,900,2000,1980,1.100,1.000,0.350,0.945,48.00,48.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1100,0.100,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,119,117,914,904,2012,1992,1.120,1.020,0.360,0.972,48.20,48.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1200,0.200,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,120,118,918,908,2024,2004,1.140,1.040,0.370,0.999,48.40,48.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1300,0.300,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,121,119,922,912,2036,2016,1.160,1.060,0.380,1.026,48.60,49.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1400,0.400,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,122,120,926,916,2048,2028,1.100,1.000,0.390,1.053,48.80,49.20,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1500,0.500,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,118,116,930,920,2060,2040,1.120,1.020,0.400,1.080,49.00,49.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1600,0.600,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,119,117,934,924,2072,2052,1.140,1.040,0.410,1.107,49.20,49.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1700,0.700,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,120,118,938,928,2084,2064,1.160,1.060,0.420,1.134,49.40,49.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1800,0.800,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,121,119,942,932,2096,2076,1.100,1.000,0.430,1.161,49.60,50.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1900,0.900,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,122,120,946,936,2108,2088,1.120,1.020,0.440,1.188,49.80,50.20,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2000,1.000,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,118,116,950,940,2120,2100,1.140,1.040,0.450,1.215,50.00,50.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2100,1.100,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,119,117,954,944,2132,2112,1.160,1.060,0.460,1.242,50.20,50.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2200,1.200,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,120,118,958,948,2144,2124,1.100,1.000,0.470,1.269,50.40,50.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2300,1.300,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,121,119,962,952,2156,2136,1.120,1.020,0.480,1.296,50.60,51.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2400,1.400,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,122,120,966,956,2168,2148,1.140,1.040,0.490,1.323,50.80,51.20,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2500,1.500,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,118,116,970,960,2180,2160,1.160,1.060,0.500,1.350,51.00,51.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2600,1.600,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,119,117,974,964,2192,2172,1.100,1.000,0.510,1.377,51.20,51.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
2700,1.700,bearing_degradation_run_006,porter_dev,motor_expert,1,bearing_degradation,motor,3,,,,120,118,978,968,2204,2184,1.120,1.020,0.520,1.404,51.40,51.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/bearing_degradation_run_006.csv
1000,0.000,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,118,116,650,640,2000,1980,2.400,2.300,0.080,0.216,34.00,34.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1100,0.100,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,119,117,650,640,2012,1992,2.400,2.300,0.085,0.230,34.10,34.50,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1200,0.200,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,120,118,650,640,2024,2004,2.400,2.300,0.090,0.243,34.20,34.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1300,0.300,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,121,119,650,640,2036,2016,2.400,2.300,0.080,0.216,34.30,34.70,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1400,0.400,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,122,120,650,640,2048,2028,2.400,2.300,0.085,0.230,34.40,34.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1500,0.500,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,118,116,650,640,2060,2040,2.400,2.300,0.090,0.243,34.50,34.90,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1600,0.600,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,119,117,650,640,2072,2052,2.400,2.300,0.080,0.216,34.60,35.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1700,0.700,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,120,118,650,640,2084,2064,2.400,2.300,0.085,0.230,34.70,35.10,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1800,0.800,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,121,119,650,640,2096,2076,2.400,2.300,0.090,0.243,34.80,35.20,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1900,0.900,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,122,120,650,640,2108,2088,2.400,2.300,0.080,0.216,34.90,35.30,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2000,1.000,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,118,116,650,640,2120,2100,2.400,2.300,0.085,0.230,35.00,35.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2100,1.100,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,119,117,650,640,2132,2112,2.400,2.300,0.090,0.243,35.10,35.50,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2200,1.200,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,120,118,650,640,2144,2124,2.400,2.300,0.080,0.216,35.20,35.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2300,1.300,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,121,119,650,640,2156,2136,2.400,2.300,0.085,0.230,35.30,35.70,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2400,1.400,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,122,120,650,640,2168,2148,2.400,2.300,0.090,0.243,35.40,35.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2500,1.500,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,118,116,650,640,2180,2160,2.400,2.300,0.080,0.216,35.50,35.90,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2600,1.600,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,119,117,650,640,2192,2172,2.400,2.300,0.085,0.230,35.60,36.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
2700,1.700,excessive_load_run_003,porter_dev,motor_expert,1,excessive_load,motor,3,,,,120,118,650,640,2204,2184,2.400,2.300,0.090,0.243,35.70,36.10,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/excessive_load_run_003.csv
1000,0.000,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,118,116,910,900,2000,1980,1.100,1.000,0.080,0.216,34.00,34.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1100,0.100,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,119,117,914,904,2012,1992,1.120,1.020,0.085,0.230,34.10,34.50,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1200,0.200,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,120,118,918,908,2024,2004,1.140,1.040,0.090,0.243,34.20,34.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1300,0.300,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,121,119,922,912,2036,2016,1.160,1.060,0.080,0.216,34.30,34.70,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1400,0.400,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,122,120,926,916,2048,2028,1.100,1.000,0.085,0.230,34.40,34.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1500,0.500,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,118,116,930,920,2060,2040,1.120,1.020,0.090,0.243,34.50,34.90,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1600,0.600,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,119,117,934,924,2072,2052,1.140,1.040,0.080,0.216,34.60,35.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1700,0.700,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,120,118,938,928,2084,2064,1.160,1.060,0.085,0.230,34.70,35.10,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1800,0.800,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,121,119,942,932,2096,2076,1.100,1.000,0.090,0.243,34.80,35.20,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1900,0.900,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,122,120,946,936,2108,2088,1.120,1.020,0.080,0.216,34.90,35.30,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2000,1.000,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,118,116,950,940,2120,2100,1.140,1.040,0.085,0.230,35.00,35.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2100,1.100,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,119,117,954,944,2132,2112,1.160,1.060,0.090,0.243,35.10,35.50,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2200,1.200,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,120,118,958,948,2144,2124,1.100,1.000,0.080,0.216,35.20,35.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2300,1.300,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,121,119,962,952,2156,2136,1.120,1.020,0.085,0.230,35.30,35.70,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2400,1.400,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,122,120,966,956,2168,2148,1.140,1.040,0.090,0.243,35.40,35.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2500,1.500,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,118,116,970,960,2180,2160,1.160,1.060,0.080,0.216,35.50,35.90,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2600,1.600,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,119,117,974,964,2192,2172,1.100,1.000,0.085,0.230,35.60,36.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
2700,1.700,healthy_run_001,porter_dev,motor_expert,0,healthy,motor,0,,,,120,118,978,968,2204,2184,1.120,1.020,0.090,0.243,35.70,36.10,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/healthy_run_001.csv
1000,0.000,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,118,116,910,0,2000,1980,1.100,0.050,0.080,0.216,34.00,34.40,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1100,0.100,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,119,117,914,0,2012,1992,1.120,0.050,0.085,0.230,34.10,34.50,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1200,0.200,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,120,118,918,0,2024,2004,1.140,0.050,0.090,0.243,34.20,34.60,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1300,0.300,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,121,119,922,0,2036,2016,1.160,0.050,0.080,0.216,34.30,34.70,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1400,0.400,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,122,120,926,0,2048,2028,1.100,0.050,0.085,0.230,34.40,34.80,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1500,0.500,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,118,116,930,0,2060,2040,1.120,0.050,0.090,0.243,34.50,34.90,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1600,0.600,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,119,117,934,0,2072,2052,1.140,0.050,0.080,0.216,34.60,35.00,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1700,0.700,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,120,118,938,0,2084,2064,1.160,0.050,0.085,0.230,34.70,35.10,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1800,0.800,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,121,119,942,0,2096,2076,1.100,0.050,0.090,0.243,34.80,35.20,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1900,0.900,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,122,120,946,0,2108,2088,1.120,0.050,0.080,0.216,34.90,35.30,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2000,1.000,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,118,116,950,0,2120,2100,1.140,0.050,0.085,0.230,35.00,35.40,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2100,1.100,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,119,117,954,0,2132,2112,1.160,0.050,0.090,0.243,35.10,35.50,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2200,1.200,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,120,118,958,0,2144,2124,1.100,0.050,0.080,0.216,35.20,35.60,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2300,1.300,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,121,119,962,0,2156,2136,1.120,0.050,0.085,0.230,35.30,35.70,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2400,1.400,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,122,120,966,0,2168,2148,1.140,0.050,0.090,0.243,35.40,35.80,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2500,1.500,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,118,116,970,0,2180,2160,1.160,0.050,0.080,0.216,35.50,35.90,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2600,1.600,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,119,117,974,0,2192,2172,1.100,0.050,0.085,0.230,35.60,36.00,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
2700,1.700,motor_disconnected_run_004,porter_dev,motor_expert,1,motor_disconnected,motor,1,,,,120,118,978,0,2204,2184,1.120,0.050,0.090,0.243,35.70,36.10,0,220,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_disconnected_run_004.csv
1000,0.000,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,118,116,90,85,2000,1980,3.400,3.300,0.080,0.216,34.00,34.40,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
1100,0.100,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,119,117,90,85,2012,1992,3.400,3.300,0.085,0.230,34.10,34.50,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
1200,0.200,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,120,118,90,85,2024,2004,3.400,3.300,0.090,0.243,34.20,34.60,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
1300,0.300,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,121,119,90,85,2036,2016,3.400,3.300,0.080,0.216,34.30,34.70,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
1400,0.400,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,122,120,90,85,2048,2028,3.400,3.300,0.085,0.230,34.40,34.80,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
1500,0.500,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,118,116,90,85,2060,2040,3.400,3.300,0.090,0.243,34.50,34.90,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
1600,0.600,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,119,117,90,85,2072,2052,3.400,3.300,0.080,0.216,34.60,35.00,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
1700,0.700,motor_stall_run_002,porter_dev,motor_expert,1,motor_stall,motor,2,,,,120,118,90,85,2084,2064,3.400,3.300,0.085,0.230,34.70,35.10,1,8,,,,,,,,,,,,,,,,,,,,ai_ml/datasets/motor_expert/raw/motor_stall_run_002.csv
